slug,route,source_file,title,date,year,publication,article_category,collections,publication_status,editorial_issue_type,canonical_file,production_title,book_author,publisher,subject_people,company,venue,city,coordinates,people,roles,production_groups,media,word_count
2001-12-18-prepare-to-hug-thy-neighbour,/reviews/2001-12-18-prepare-to-hug-thy-neighbour/,2001.12.18.National_Post.Prepare_To_Hug_Thy_Neighbour_Toronto_Edition.md,Prepare To Hug Thy Neighbour,2001-12-18,2001,National Post,Theatre Review,[],publish,,,A Christmas Carol,,,,Soulpepper Theatre Company,Premiere Dance Theatre,Toronto,"[""43.6385"", ""-79.3819""]","[""Charles Dickens"", ""Graeme S. Thomson"", ""John Ferguson"", ""John Jarvis"", ""Joseph Ziegler"", ""Michael Shamata"", ""Oliver Dennis"", ""Ross Ward"", ""Susan Coyne"", ""Tanja Jacobs""]","{""director"": [""Michael Shamata""], ""actors"": [""Joseph Ziegler"", ""John Jarvis"", ""Tanja Jacobs"", ""Oliver Dennis"", ""Susan Coyne"", ""Ross Ward""], ""playwright"": [""Charles Dickens"", ""Michael Shamata""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""John Ferguson""], ""costume_designer"": [], ""lighting_designer"": [""Graeme S. Thomson""], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],861
2001-12-22-a-level-of-intensity-randy-hughson,/reviews/2001-12-22-a-level-of-intensity-randy-hughson/,2001.12.22.National_Post.A_Level_Of_Intensity_Randy_Hughson_A_Performer_Who_Seems_To_Act_With_The_Wh.md,A Level Of Intensity: Randy Hughson,2001-12-22,2001,National Post,Profile,[],publish,,,Randy Hughson,,,,Theatre Passe Muraille; Tarragon Theatre; Canadian Stage; Soulpepper Theatre,,Toronto,[],"[""Caroline Gillis"", ""Daniel Brooks"", ""Judith Thompson"", ""Martin McDonough"", ""Morris Panych"", ""Randy Hughson"", ""Robert Lepage""]","{""director"": [""Daniel Brooks"", ""Morris Panych"", ""Robert Lepage"", ""Judith Thompson""], ""actors"": [""Randy Hughson"", ""Caroline Gillis""], ""playwright"": [""Judith Thompson"", ""Martin McDonough"", ""Morris Panych"", ""Daniel Brooks"", ""Robert Lepage""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1126
2001-12-27-theatre-s-jack-of-all-trades-a-master-of-all-a-salient-mind-urjo-was-an-artistic,/reviews/2001-12-27-theatre-s-jack-of-all-trades-a-master-of-all-a-salient-mind-urjo-was-an-artistic/,2001.12.27.National_Post.TheatreS_Jack_Of_All_Trades_A_Master_Of_All_A_Salient_Mind_Urjo_Was_An_Arti.md,Theatre's Jack Of All Trades A Master Of All; A Salient Mind; Urjo Was An Artistic,2001-12-27,2001,National Post,Obituary,[],publish,,,Urjo Kareda,,,,,,,[],[],"{""director"": [], ""actors"": [], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],831
2001-12-29-an-earthy-star-kristen-thomson-wrote-and-starred-in-what-many-consider-to,/reviews/2001-12-29-an-earthy-star-kristen-thomson-wrote-and-starred-in-what-many-consider-to/,2001.12.29.National_Post.An_Earthy_Star_Kristen_Thomson_Wrote_And_Starred_In_What_Many_Consider_To_B.md,'An Earthy Star: Kristen Thomson Wrote And Starred In What Many Consider To,2001-12-29,2001,National Post,Profile,[],publish,,,Kristen Thomson,,,,,,Toronto,[],"[""David Mamet"", ""George F. Walker"", ""Kristen Thomson""]","{""director"": [], ""actors"": [], ""playwright"": [""Kristen Thomson"", ""George F. Walker"", ""David Mamet""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],967
2002-01-02-a-well-deserved-ovation-for-01-season-the-giant-musicals-were-what-you-d,/reviews/2002-01-02-a-well-deserved-ovation-for-01-season-the-giant-musicals-were-what-you-d/,2002.01.02.National_Post.A_Well-Deserved_Ovation_For_01_Season_The_Giant_Musicals_Were_What_YouD_Exp.md,'A Well-Deserved Ovation For 01 Season: The Giant Musicals Were What You'd,2002-01-02,2002,National Post,Opinion Piece,[],publish,,,2001 Theatre Season Roundup,,,,,,Toronto,[],[],"{""director"": [], ""actors"": [], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],765
2002-01-10-two-sexy-solitudes,/reviews/2002-01-10-two-sexy-solitudes/,2002.01.10.National_Post.Two_Sexy_Solitudes_Toronto_Edition.md,Two Sexy Solitudes,2002-01-10,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Plan B,,,,Tarragon Theatre,Tarragon Theatre,Toronto,"[""43.6750"", ""-79.4129""]","[""Glen Charles Landry"", ""John Dolan"", ""Marie-Helene Fontaine"", ""Michael Healey"", ""Peter Donaldson"", ""Peter MacNeill"", ""Richard Greenblatt""]","{""director"": [""Richard Greenblatt""], ""actors"": [""Peter Donaldson"", ""Peter MacNeill"", ""John Dolan"", ""Marie-Helene Fontaine""], ""playwright"": [""Michael Healey""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Glen Charles Landry""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],833
2002-01-12-sex-and-the-holocaust,/reviews/2002-01-12-sex-and-the-holocaust/,2002.01.12.National_Post.Sex_And_The_Holocaust_Toronto_Edition.md,Sex And The Holocaust,2002-01-12,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Slip Knot,,,,Factory Theatre,Factory Theatre,Toronto,"[""43.6455"", ""-79.4028""]","[""Dmitri Chepotevsky"", ""John Gilbert"", ""Ken Gass"", ""Les Carlson"", ""Philippa Domville"", ""Sarah Garton Stanley""]","{""director"": [""Sarah Garton Stanley""], ""actors"": [""John Gilbert"", ""Philippa Domville"", ""Dmitri Chepotevsky"", ""Les Carlson""], ""playwright"": [""Ken Gass""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],664
2002-01-14-telling-ghost-stories,/reviews/2002-01-14-telling-ghost-stories/,2002.01.14.National_Post.Telling_Ghost_Stories_National_Edition.md,Telling Ghost Stories,2002-01-14,2002,National Post,Theatre Review,[],publish,body_restored_from_source,,The Dragonfly Of Chicoutimi,,,,Factory Theatre,Factory Theatre Studio,Toronto,"[""43.6455"", ""-79.4028""]","[""Dennis O'Connor"", ""Elizabeth Beeler"", ""Kevin Orr"", ""Larry Tremblay"", ""Sandra Caldwell"", ""Scott White""]","{""director"": [""Kevin Orr""], ""actors"": [""Dennis O'Connor"", ""Sandra Caldwell"", ""Elizabeth Beeler""], ""playwright"": [""Larry Tremblay"", ""Scott White""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1126
2002-01-16-think-of-it-my-dear-the-two-of-us-out-there-on-the-frozen-tundra,/reviews/2002-01-16-think-of-it-my-dear-the-two-of-us-out-there-on-the-frozen-tundra/,2002.01.16.National_Post.Think_Of_It_My_Dear_The_Two_Of_Us_Out_There_On_The_Frozen_Tundra_Toronto_Ed.md,"Think Of It, My Dear, The Two Of Us Out There On The Frozen Tundra",2002-01-16,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Walking To Russia,,,,Theatre Asylum,Theatre Passe Muraille Backspace,Toronto,"[""43.6485882"", ""-79.4026161""]","[""Ann Tager-Page"", ""Aron Tager"", ""Jennifer H. Capraru"", ""Jim Jones"", ""Jonathan Garfinkel"", ""Ruth Madoc-Jones""]","{""director"": [""Jennifer H. Capraru""], ""actors"": [""Aron Tager"", ""Ann Tager-Page"", ""Ruth Madoc-Jones"", ""Jim Jones""], ""playwright"": [""Jonathan Garfinkel""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],697
2002-01-19-death-is-not-all-it-s-made-out-to-be,/reviews/2002-01-19-death-is-not-all-it-s-made-out-to-be/,2002.01.19.National_Post.Death_Is_Not_All_ItS_Made_Out_To_Be_Toronto_Edition.md,Death Is Not All It's Made Out To Be,2002-01-19,2002,National Post,Dance Review,"[""The Canadian Collection""]",publish,,,Mortality,,,,Volcano Theatre,Theatre Centre,Toronto,[],"[""John Gzowski"", ""Kate Alton"", ""Martin Julien"", ""Peggy Baker"", ""Ross Manson""]","{""director"": [""Ross Manson""], ""actors"": [""Martin Julien"", ""Peggy Baker""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [""Kate Alton""], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [""John Gzowski""], ""performers"": [], ""artists"": []}",[],[],821
2002-01-21-out-to-crush-the-blarney-stone,/reviews/2002-01-21-out-to-crush-the-blarney-stone/,2002.01.21.National_Post.Out_To_Crush_The_Blarney_Stone_Toronto_Edition.md,Out To Crush The Blarney Stone,2002-01-21,2002,National Post,Theatre Review,[],publish,,,The Lonesome West,,,,Canadian Stage,Bluma Appel Theatre,Toronto,"[""43.6717"", ""-79.3861""]","[""Benedict Campbell"", ""David Storch"", ""Jackie Maxwell"", ""Martin McDonagh"", ""Randy Hughson"", ""Tara Rosling""]","{""director"": [""Jackie Maxwell""], ""actors"": [""Randy Hughson"", ""Benedict Campbell"", ""Tara Rosling"", ""David Storch""], ""playwright"": [""Martin McDonagh""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],954
2002-01-26-sketched-to-perfection,/reviews/2002-01-26-sketched-to-perfection/,2002.01.26.National_Post.Sketched_To_Perfection_Toronto_Edition.md,Sketched To Perfection,2002-01-26,2002,National Post,Comedy Review,"[""The Canadian Collection""]",publish,,,Psychedelicatessen,,,,Second City,Second City,Toronto,"[""43.6486"", ""-79.3976""]","[""Aurora Browne"", ""Carolyn Taylor"", ""Chris Earle"", ""Jennifer Goodhue"", ""Nathan David Shore"", ""Paul Bates"", ""Paul Constable""]","{""director"": [""Chris Earle""], ""actors"": [""Paul Bates"", ""Jennifer Goodhue"", ""Carolyn Taylor"", ""Aurora Browne"", ""Paul Constable"", ""Nathan David Shore""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],717
2002-01-28-death-of-a-korean-restaurateur,/reviews/2002-01-28-death-of-a-korean-restaurateur/,2002.01.28.National_Post.Death_Of_A_Korean_Restaurateur_Toronto_Edition.md,Death Of A Korean Restaurateur,2002-01-28,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Dreams Of Blonde And Blue,,,,,Theatre Passe Muraille,Toronto,"[""43.6485882"", ""-79.4026161""]","[""Brenda Kamino"", ""Denis Akiyama"", ""Guillermo Verdecchia"", ""M. J. Kang"", ""Paul Braunstein"", ""Steve Lucas""]","{""director"": [""Guillermo Verdecchia""], ""actors"": [""M. J. Kang"", ""Denis Akiyama"", ""Brenda Kamino"", ""Paul Braunstein""], ""playwright"": [""M. J. Kang""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Steve Lucas""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],696
2002-01-29-semi-sweet-seduction,/reviews/2002-01-29-semi-sweet-seduction/,2002.01.29.National_Post.Semi-Sweet_Seduction_Toronto_Edition.md,Semi-Sweet Seduction,2002-01-29,2002,National Post,Theatre Review,[],publish,,,The Graduate,,,,,Canon Theatre,Toronto,"[""43.6569"", ""-79.3808""]","[""Alicia Silverstone"", ""Jason Biggs"", ""Kathleen Turner"", ""Rob Howell"", ""Terry Johnson"", ""Victor Slezak""]","{""director"": [""Terry Johnson""], ""actors"": [""Kathleen Turner"", ""Jason Biggs"", ""Alicia Silverstone"", ""Victor Slezak""], ""playwright"": [""Terry Johnson""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Rob Howell""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],990
2002-02-05-always-just-a-little-out-of-step,/reviews/2002-02-05-always-just-a-little-out-of-step/,2002.02.05.National_Post.Always_Just_A_Little_Out_Of_Step_Toronto_Edition.md,Always Just A Little Out Of Step,2002-02-05,2002,National Post,Theatre Review,[],publish,,,Syncopation; Desdemona: A Play About a Handkerchief,,,,,Winter Garden Theatre; Artword Alternative Theatre,,[],"[""Allan Knee"", ""Kelly Robinson"", ""Paula Vogel"", ""Sue Miner""]","{""director"": [""Kelly Robinson"", ""Sue Miner""], ""actors"": [], ""playwright"": [""Allan Knee"", ""Paula Vogel""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Syncopation"", ""venue"": [""Winter Garden Theatre""], ""director"": [""Kelly Robinson""], ""playwright"": [""Allan Knee""]}, {""order"": ""2"", ""production_title"": ""Desdemona: A Play About a Handkerchief"", ""venue"": [""Artword Alternative Theatre""], ""director"": [""Sue Miner""], ""playwright"": [""Paula Vogel""]}]",[],1142
2002-02-09-the-long-and-short-of-chekhov,/reviews/2002-02-09-the-long-and-short-of-chekhov/,2002.02.09.National_Post.The_Long_And_Short_Of_Chekhov_Toronto_Edition.md,The Long And Short Of Chekhov,2002-02-09,2002,National Post,Theatre Review,[],publish,,,Chekhov Longs ... In the Ravine,,,,Theatre Smith-Gilmour,Factory Theatre,Toronto,"[""43.6455"", ""-79.4028""]","[""Anne-Marie Kerr"", ""Anton Chekhov"", ""Colombe Demers"", ""Dean Gilmour"", ""Liisa Repo-Martell"", ""Michele Smith""]","{""director"": [""Michele Smith"", ""Dean Gilmour""], ""actors"": [""Dean Gilmour"", ""Michele Smith"", ""Liisa Repo-Martell"", ""Colombe Demers"", ""Anne-Marie Kerr""], ""playwright"": [""Anton Chekhov""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],857
2002-02-11-everybody-is-looking-for-something,/reviews/2002-02-11-everybody-is-looking-for-something/,2002.02.11.National_Post.Everybody_Is_Looking_For_Something_Toronto_Edition.md,Everybody Is Looking For Something,2002-02-11,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,The Adventures of a Black Girl in Search of God; The Lost Boys,,,,Obsidian Theatre Company,du Maurier Theatre Centre; Berkeley Street Theatre,Toronto,[],"[""Alison Sealy-Smith"", ""Astrid Janson"", ""David Collins"", ""Djanet Sears"", ""Jackie Richardson"", ""Jonas Jurasas"", ""Paul Mathiesen"", ""R.H. Thomson"", ""Vivine Scarlett"", ""Walter Borden""]","{""director"": [""Jonas Jurasas""], ""actors"": [""Alison Sealy-Smith"", ""Walter Borden"", ""David Collins"", ""Jackie Richardson"", ""R.H. Thomson""], ""playwright"": [""Djanet Sears"", ""R.H. Thomson""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [""Vivine Scarlett""], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Astrid Janson""], ""costume_designer"": [], ""lighting_designer"": [""Paul Mathiesen""], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""The Adventures of a Black Girl in Search of God"", ""venue"": [""du Maurier Theatre Centre""], ""playwright"": [""Djanet Sears""]}, {""order"": ""2"", ""production_title"": ""The Lost Boys"", ""venue"": [""Berkeley Street Theatre""], ""playwright"": [""R.H. Thomson""], ""director"": [""Jonas Jurasas""], ""actors"": [""Alison Sealy-Smith"", ""Walter Borden"", ""David Collins"", ""Jackie Richardson"", ""R.H. Thomson""], ""choreographer"": [""Vivine Scarlett""], ""set_designer"": [""Astrid Janson""], ""lighting_designer"": [""Paul Mathiesen""]}]",[],1058
2002-02-16-only-one-road-worth-taking,/reviews/2002-02-16-only-one-road-worth-taking/,2002.02.16.National_Post.Only_One_Road_Worth_Taking_Toronto_Edition.md,Only One Road Worth Taking,2002-02-16,2002,National Post,Theatre Review,[],publish,,,Road; Hollywood Bound,,,,Equity Showcase Theatre,Equity Showcase Theatre; Bathurst Street Theatre,Toronto,[],"[""Jim Cartwright"", ""Kevin P. Patterson"", ""Mark Wilson""]","{""director"": [""Mark Wilson""], ""actors"": [], ""playwright"": [""Jim Cartwright"", ""Kevin P. Patterson""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Road"", ""venue"": [""Equity Showcase Theatre""], ""playwright"": [""Jim Cartwright""]}, {""order"": ""2"", ""production_title"": ""Hollywood Bound"", ""venue"": [""Bathurst Street Theatre""], ""playwright"": [""Kevin P. Patterson""], ""director"": [""Mark Wilson""]}]",[],1256
2002-02-18-a-cautionary-tale-about-neglecting-all-the-small-creatures-among-us,/reviews/2002-02-18-a-cautionary-tale-about-neglecting-all-the-small-creatures-among-us/,2002.02.18.National_Post.A_Cautionary_Tale_About_Neglecting_All_The_Small_Creatures_Among_Us_Toronto.md,A Cautionary Tale About Neglecting All The Small Creatures Among Us,2002-02-18,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,The Piper,,,,Necessary Angel Theatre Company,Factory Theatre,Toronto,"[""43.6455"", ""-79.4028""]","[""Adam Kelly"", ""Colleen Murphy"", ""Don Horsburgh"", ""Julian Richings"", ""Maggie Huculak"", ""Maria Vacratsis"", ""Melody A. Johnson"", ""Richard McMillan"", ""Richard Rose"", ""Rick Roberts"", ""Ross Manson"", ""Teresa Przybylski"", ""Victor Ertmanis""]","{""director"": [""Richard Rose""], ""actors"": [""Julian Richings"", ""Melody A. Johnson"", ""Adam Kelly"", ""Rick Roberts"", ""Maggie Huculak"", ""Victor Ertmanis"", ""Ross Manson"", ""Maria Vacratsis"", ""Richard McMillan""], ""playwright"": [""Colleen Murphy""], ""composer_lyricist"": [""Don Horsburgh""], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Teresa Przybylski""], ""costume_designer"": [""Teresa Przybylski""], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1285
2002-02-23-a-show-goes-into-its-10th-life,/reviews/2002-02-23-a-show-goes-into-its-10th-life/,2002.02.23.National_Post.A_Show_Goes_Into_Its_10Th_Life_Toronto_Edition.md,A Show Goes Into Its 10th Life,2002-02-23,2002,National Post,Theatre Review,"[""The Musical Collection""]",publish,,,Cats; Christmas at the Ivanovs,,,,Talk Is Free Theatre,Canon Theatre; Poor Alex Theatre,Toronto,[],"[""Aleksandar Sasha Lukac"", ""Alexander Vedensky"", ""Andrew Lloyd Webber"", ""Daniil Kharms"", ""David Hersey"", ""Gillian Lynne"", ""John Napier"", ""Kurt Smeaton"", ""Michaela Hayek"", ""Michelle Polak"", ""T. S. Eliot"", ""Trevor Nunn""]","{""director"": [""Aleksandar Sasha Lukac""], ""actors"": [""Michelle Polak"", ""Michaela Hayek"", ""Kurt Smeaton""], ""playwright"": [""T. S. Eliot"", ""Trevor Nunn"", ""Alexander Vedensky"", ""Daniil Kharms""], ""composer_lyricist"": [""Andrew Lloyd Webber""], ""musical_director"": [], ""choreographer"": [""Gillian Lynne""], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""John Napier""], ""costume_designer"": [], ""lighting_designer"": [""David Hersey""], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Cats"", ""venue"": [""Canon Theatre""], ""playwright"": [""T. S. Eliot""], ""composer_lyricist"": [""Andrew Lloyd Webber""], ""choreographer"": [""Gillian Lynne""], ""set_designer"": [""John Napier""]}, {""order"": ""2"", ""production_title"": ""Christmas at the Ivanovs"", ""venue"": [""Poor Alex Theatre""], ""director"": [""Aleksandar Sasha Lukac""], ""actors"": [""Michelle Polak"", ""Michaela Hayek"", ""Kurt Smeaton""], ""playwright"": [""Alexander Vedensky"", ""Daniil Kharms""]}]",[],1420
2002-02-25-not-much-to-chew-on-here,/reviews/2002-02-25-not-much-to-chew-on-here/,2002.02.25.National_Post.Not_Much_To_Chew_On_Here_Toronto_Edition.md,Not Much To Chew On Here,2002-02-25,2002,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,The Edible Woman,,,,,Bluma Appel Theatre,Toronto,"[""43.6717"", ""-79.3861""]","[""Alec McClure"", ""Charlotte Dean"", ""Daren Keay"", ""Dave Carley"", ""Jillian Fargey"", ""Lynne Cormack"", ""Margaret Atwood"", ""Tara Samuel"", ""Timothy Bond""]","{""director"": [""Timothy Bond""], ""actors"": [""Jillian Fargey"", ""Tara Samuel"", ""Daren Keay"", ""Alec McClure"", ""Lynne Cormack""], ""playwright"": [""Dave Carley"", ""Margaret Atwood""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Charlotte Dean""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1136
2002-03-02-life-in-a-puppet-state,/reviews/2002-03-02-life-in-a-puppet-state/,2002.03.02.National_Post.Life_In_A_Puppet_State_Toronto_Edition.md,Life In A Puppet State,2002-03-02,2002,National Post,Theatre Review,[],publish,,,The Pirate Widow Cheng,,,,,Tarragon Theatre Extra Space,Toronto,"[""43.675"", ""-79.4129""]","[""Ann Powell"", ""David Powell""]","{""director"": [], ""actors"": [""Ann Powell"", ""David Powell""], ""playwright"": [""Ann Powell"", ""David Powell""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],754
